"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0002260","GO:0002260","lymphocyte homeostasis","4/80","77/18870",0.000320440224464974,0.00170476626992824,0.000861151161440959,"IL2/IL2RA/IL7R/PMAIP1",4
"GO:0032729","GO:0032729","positive regulation of type II interferon production","4/80","77/18870",0.000320440224464974,0.00170476626992824,0.000861151161440959,"IL1B/IL2/TNF/KLRK1",4
"GO:0032890","GO:0032890","regulation of organic acid transport","4/80","77/18870",0.000320440224464974,0.00170476626992824,0.000861151161440959,"EDN1/IL1B/TNF/THBS1",4
"GO:0043087","GO:0043087","regulation of GTPase activity","7/80","307/18870",0.000324270190771762,0.00172188084286934,0.000869796472311879,"CCL2/CCL5/CCL21/CCL13/KLRK1/CCL4/CCR7",7
"GO:0050678","GO:0050678","regulation of epithelial cell proliferation","8/80","407/18870",0.000326821777492461,0.00173156150776167,0.000874686594765972,"CCL2/IL10/TNF/THBS1/SPINK1/CCR3/AREG/C5AR1",8
"GO:0050679","GO:0050679","positive regulation of epithelial cell proliferation","6/80","218/18870",0.000327326151876628,0.00173156150776167,0.000874686594765972,"IL10/TNF/SPINK1/CCR3/AREG/C5AR1",6
"GO:0006874","GO:0006874","intracellular calcium ion homeostasis","7/80","308/18870",0.000330692303299265,0.00174222067396742,0.000880071000546394,"CCL5/CXCL10/EDN1/FASLG/CCL21/CCL13/CCR7",7
"GO:0045727","GO:0045727","positive regulation of translation","5/80","141/18870",0.000332635505681783,0.00174222067396742,0.000880071000546394,"CCL5/IL6/TNF/THBS1/CYP1B1",5
"GO:0002313","GO:0002313","mature B cell differentiation involved in immune response","3/80","32/18870",0.000333062478433786,0.00174222067396742,0.000880071000546394,"IL10/IL2/IL6",3
"GO:0034391","GO:0034391","regulation of smooth muscle cell apoptotic process","3/80","32/18870",0.000333062478433786,0.00174222067396742,0.000880071000546394,"EDN1/IFNG/SOD2",3
"GO:0048710","GO:0048710","regulation of astrocyte differentiation","3/80","32/18870",0.000333062478433786,0.00174222067396742,0.000880071000546394,"IL6/SERPINE2/LIF",3
"GO:0070498","GO:0070498","interleukin-1-mediated signaling pathway","3/80","32/18870",0.000333062478433786,0.00174222067396742,0.000880071000546394,"IL1B/IL6/NFKBIA",3
"GO:0002200","GO:0002200","somatic diversification of immune receptors","4/80","78/18870",0.000336680350343214,0.00175461058277197,0.000886329679255255,"IL10/IL2/TNFSF13/CD40LG",4
"GO:0010827","GO:0010827","regulation of glucose transmembrane transport","4/80","78/18870",0.000336680350343214,0.00175461058277197,0.000886329679255255,"EDN1/IL1B/TNF/C3",4
"GO:0071375","GO:0071375","cellular response to peptide hormone stimulus","7/80","310/18870",0.000343843215148298,0.00178862146546587,0.000903510046822429,"EDN1/FOS/IL1B/CYP1B1/CA2/SPINK1/FBP1",7
"GO:0051966","GO:0051966","regulation of synaptic transmission, glutamatergic","4/80","79/18870",0.000353501774554297,0.00183546485161371,0.000927172666794809,"CCL2/TNF/DKK1/SERPINE2",4
"GO:0003158","GO:0003158","endothelium development","5/80","143/18870",0.000354921819818785,0.00183943799238186,0.000929179672005674,"CXCL10/IL1B/TNF/CXCR4/CLDN5",5
"GO:0034390","GO:0034390","smooth muscle cell apoptotic process","3/80","33/18870",0.000365252669077996,0.0018860197563237,0.000952710135288581,"EDN1/IFNG/SOD2",3
"GO:0045577","GO:0045577","regulation of B cell differentiation","3/80","33/18870",0.000365252669077996,0.0018860197563237,0.000952710135288581,"IL10/IL2/IL7",3
"GO:0051783","GO:0051783","regulation of nuclear division","5/80","146/18870",0.000390448552094942,0.00201242198685265,0.00101656136788794,"EDN1/IL1B/TNF/DUSP1/LIF",5
"GO:0062013","GO:0062013","positive regulation of small molecule metabolic process","5/80","147/18870",0.000402868108945892,0.00206884189767644,0.00104506150458782,"IFNG/IL1B/PMAIP1/TNF/ADM",5
"GO:2000377","GO:2000377","regulation of reactive oxygen species metabolic process","5/80","147/18870",0.000402868108945892,0.00206884189767644,0.00104506150458782,"IER3/TNF/THBS1/CYP1B1/SOD2",5
"GO:0051341","GO:0051341","regulation of oxidoreductase activity","4/80","82/18870",0.000407573910755902,0.00208918816663016,0.00105533928486161,"EDN1/IFNG/IL1B/TNF",4
"GO:0038061","GO:0038061","non-canonical NF-kappaB signal transduction","5/80","148/18870",0.000415583924516589,0.0021263665646031,0.00107411970136777,"CD86/EDN1/IL1B/NFKBIA/TNF",5
"GO:0061844","GO:0061844","antimicrobial humoral immune response mediated by antimicrobial peptide","4/80","83/18870",0.00042684081299325,0.00217999244308734,0.00110120845151177,"CXCL10/CXCL8/CCL13/CXCL2",4
"GO:0032633","GO:0032633","interleukin-4 production","3/80","35/18870",0.000435491181438015,0.00220811322862705,0.00111541347630333,"CD83/CD86/CD40LG",3
"GO:0032673","GO:0032673","regulation of interleukin-4 production","3/80","35/18870",0.000435491181438015,0.00220811322862705,0.00111541347630333,"CD83/CD86/CD40LG",3
"GO:0050974","GO:0050974","detection of mechanical stimulus involved in sensory perception","3/80","35/18870",0.000435491181438015,0.00220811322862705,0.00111541347630333,"TNF/CXCR4/SERPINE2",3
"GO:2000406","GO:2000406","positive regulation of T cell migration","3/80","35/18870",0.000435491181438015,0.00220811322862705,0.00111541347630333,"CCL5/CXCL10/CCL21",3
"GO:0051092","GO:0051092","positive regulation of NF-kappaB transcription factor activity","5/80","150/18870",0.000441922776096263,0.00223668662712505,0.00112984713547229,"IL1B/TNF/CD40LG/HSPA1A/S100A8",5
"GO:0043523","GO:0043523","regulation of neuron apoptotic process","6/80","232/18870",0.000455681443804762,0.00230217477634456,0.00116292803151991,"CCL2/FASLG/IL10/TNF/DKK1/SOD2",6
"GO:0045069","GO:0045069","regulation of viral genome replication","4/80","85/18870",0.000467311736026165,0.00235247072849014,0.00118833469187563,"CCL5/CXCL8/TNF/APOBEC3A",4
"GO:0051101","GO:0051101","regulation of DNA binding","4/80","85/18870",0.000467311736026165,0.00235247072849014,0.00118833469187563,"IFNG/MMP9/NFKBIA/PLAUR",4
"GO:0010821","GO:0010821","regulation of mitochondrion organization","5/80","152/18870",0.000469502273679156,0.00235926992265608,0.00119176925886358,"IER3/MMP9/PMAIP1/HSPA1A/PLAUR",5
"GO:0032368","GO:0032368","regulation of lipid transport","5/80","153/18870",0.000483768999485769,0.00242661985634915,0.00122579062275717,"EDN1/FASLG/IL1B/NFKBIA/THBS1",5
"GO:0002573","GO:0002573","myeloid leukocyte differentiation","6/80","235/18870",0.000487693884544619,0.00244183151032075,0.00123347468696947,"FOS/IFNG/MMP9/TNF/LIF/CCR7",6
"GO:0032370","GO:0032370","positive regulation of lipid transport","4/80","86/18870",0.000488540159772254,0.00244183151032075,0.00123347468696947,"EDN1/FASLG/IL1B/NFKBIA",4
"GO:0055074","GO:0055074","calcium ion homeostasis","7/80","331/18870",0.000508996606472432,0.00253955855698235,0.00128284084420835,"CCL5/CXCL10/EDN1/FASLG/CCL21/CCL13/CCR7",7
"GO:0006909","GO:0006909","phagocytosis","6/80","237/18870",0.000509991726683194,0.00254001198626435,0.00128306989094615,"CCL2/IFNG/IL1B/TNF/THBS1/C3",6
"GO:0007584","GO:0007584","response to nutrient","5/80","155/18870",0.000513280109991332,0.00255021980543429,0.00128822630182137,"CXCL10/VCAM1/A2M/CYP1B1/SOD2",5
"GO:0071276","GO:0071276","cellular response to cadmium ion","3/80","37/18870",0.000513857034487649,0.00255021980543429,0.00128822630182137,"FOS/MMP9/MT2A",3
"GO:0031400","GO:0031400","negative regulation of protein modification process","8/80","437/18870",0.000523881372306656,0.00259538408255626,0.00131104073121577,"IFNG/IL1B/IL2/TNF/DUSP1/DKK1/HSPA1A/SPINK1",8
"GO:0046718","GO:0046718","viral entry into host cell","5/80","156/18870",0.000528534055809028,0.00261328462364102,0.00132008306858335,"CD80/CD86/CXCR4/HSPA1A/CDK1",5
"GO:0001892","GO:0001892","embryonic placenta development","4/80","88/18870",0.000533044180914811,0.00261328462364102,0.00132008306858335,"IL10/LIF/ADM/EPAS1",4
"GO:0046330","GO:0046330","positive regulation of JNK cascade","4/80","88/18870",0.000533044180914811,0.00261328462364102,0.00132008306858335,"IL1B/TNF/CCL21/CCR7",4
"GO:0098586","GO:0098586","cellular response to virus","4/80","88/18870",0.000533044180914811,0.00261328462364102,0.00132008306858335,"CCL5/CXCL10/IFNG/IL6",4
"GO:0007160","GO:0007160","cell-matrix adhesion","6/80","239/18870",0.000533076571500998,0.00261328462364102,0.00132008306858335,"PLAU/SERPINE1/VCAM1/CCL21/THBS1/CCR7",6
"GO:0043547","GO:0043547","positive regulation of GTPase activity","6/80","239/18870",0.000533076571500998,0.00261328462364102,0.00132008306858335,"CCL2/CCL5/CCL21/CCL13/CCL4/CCR7",6
"GO:0002335","GO:0002335","mature B cell differentiation","3/80","38/18870",0.000556203838245208,0.00271786317556483,0.00137291021740698,"IL10/IL2/IL6",3
"GO:0014910","GO:0014910","regulation of smooth muscle cell migration","4/80","89/18870",0.000556344366660655,0.00271786317556483,0.00137291021740698,"CCL5/PLAU/SERPINE1/CYP1B1",4
"GO:0062012","GO:0062012","regulation of small molecule metabolic process","7/80","337/18870",0.000566274926841262,0.00276157338454358,0.00139499013410457,"IER3/IFNG/IL1B/PMAIP1/TNF/ADM/FBP1",7
"GO:0048732","GO:0048732","gland development","8/80","443/18870",0.000572986085465647,0.00278945912317678,0.00140907642653962,"EDN1/IL10/IL6/TNF/CYP1B1/SERPINE2/SOD2/AREG",8
"GO:0046889","GO:0046889","positive regulation of lipid biosynthetic process","4/80","90/18870",0.000580359772952927,0.00282046816993905,0.00142474043697058,"IFNG/IL1B/TNF/ADM",4
"GO:0045191","GO:0045191","regulation of isotype switching","3/80","39/18870",0.000600720475956983,0.00290935140855718,0.00146963920433759,"IL10/IL2/TNFSF13",3
"GO:0070229","GO:0070229","negative regulation of lymphocyte apoptotic process","3/80","39/18870",0.000600720475956983,0.00290935140855718,0.00146963920433759,"CCL5/IL2/IL7R",3
"GO:0016485","GO:0016485","protein processing","6/80","245/18870",0.000607245633422436,0.0029358915392145,0.00148304577199646,"PLAU/SERPINE1/THBS1/SERPINE2/THBD/PLAUR",6
"GO:0019216","GO:0019216","regulation of lipid metabolic process","7/80","342/18870",0.000617832638482999,0.00298194481357173,0.00150630927233692,"IFNG/IL1B/TNF/CCL21/C3/ADM/CCR7",7
"GO:0045930","GO:0045930","negative regulation of mitotic cell cycle","6/80","248/18870",0.000647215945889439,0.00311419761140855,0.00157311587947714,"CCL2/IER3/IL10/TNF/DUSP1/CDK1",6
"GO:0032570","GO:0032570","response to progesterone","3/80","40/18870",0.000647451550396082,0.00311419761140855,0.00157311587947714,"FOS/THBS1/CYP1B1",3
"GO:0048568","GO:0048568","embryonic organ development","8/80","453/18870",0.000663080988652756,0.0031839222173087,0.0016083367929895,"CXCL8/EDN1/IL10/TNF/A2M/LIF/ADM/EPAS1",8
"GO:0050796","GO:0050796","regulation of insulin secretion","5/80","165/18870",0.000681646664010222,0.00326748375290907,0.00165054733803804,"CCL5/IFNG/IL1B/IL6/TNF",5
"GO:0051924","GO:0051924","regulation of calcium ion transport","6/80","251/18870",0.000689200105364834,0.00329806319586,0.00166599433700672,"CCL2/CCL5/CXCL10/CXCR4/SPINK1/CCL4",6
"GO:0009895","GO:0009895","negative regulation of catabolic process","7/80","349/18870",0.000696219515077321,0.00331015698806684,0.00167210343441723,"IER3/IL10/IL1B/TNF/SERPINE2/FBP1/TIMP1",7
"GO:0043388","GO:0043388","positive regulation of DNA binding","3/80","41/18870",0.000696441003897296,0.00331015698806684,0.00167210343441723,"IFNG/MMP9/PLAUR",3
"GO:0060251","GO:0060251","regulation of glial cell proliferation","3/80","41/18870",0.000696441003897296,0.00331015698806684,0.00167210343441723,"IL1B/IL6/TNF",3
"GO:1904994","GO:1904994","regulation of leukocyte adhesion to vascular endothelial cell","3/80","41/18870",0.000696441003897296,0.00331015698806684,0.00167210343441723,"IL6/TNF/CCL21",3
"GO:0045862","GO:0045862","positive regulation of proteolysis","7/80","350/18870",0.000708034324290803,0.00335957502860282,0.00169706662365577,"FASLG/IFNG/IL1B/PMAIP1/TNF/HSPA1A/S100A8",7
"GO:0050792","GO:0050792","regulation of viral process","5/80","168/18870",0.000739401505337187,0.00349432709188255,0.0017651357178459,"CCL5/CXCL8/TNF/CXCR4/APOBEC3A",5
"GO:0014909","GO:0014909","smooth muscle cell migration","4/80","96/18870",0.000740165403940946,0.00349432709188255,0.0017651357178459,"CCL5/PLAU/SERPINE1/CYP1B1",4
"GO:0034109","GO:0034109","homotypic cell-cell adhesion","4/80","96/18870",0.000740165403940946,0.00349432709188255,0.0017651357178459,"CCL5/IL6/SERPINE2/PLAUR",4
"GO:0032733","GO:0032733","positive regulation of interleukin-10 production","3/80","42/18870",0.000747732123997419,0.00351234036172032,0.00177423499938131,"CD83/IL6/CD40LG",3
"GO:0042092","GO:0042092","type 2 immune response","3/80","42/18870",0.000747732123997419,0.00351234036172032,0.00177423499938131,"CD86/IL10/IL6",3
"GO:0042119","GO:0042119","neutrophil activation","3/80","42/18870",0.000747732123997419,0.00351234036172032,0.00177423499938131,"CCL5/CXCL8/TNF",3
"GO:0051250","GO:0051250","negative regulation of lymphocyte activation","5/80","169/18870",0.000759443135394597,0.00356139527099069,0.00179901475531485,"CD80/CD86/IL10/IL2/IL2RA",5
"GO:0045927","GO:0045927","positive regulation of growth","6/80","256/18870",0.000763836439670618,0.00357602759839128,0.00180640617662455,"EDN1/IL2/IL7/CXCR4/S100A8/CDK1",6
"GO:0021675","GO:0021675","nerve development","4/80","97/18870",0.000769534532912363,0.00359670965549222,0.00181685357801185,"EDN1/VCAM1/SERPINE2/EGR2",4
"GO:0002883","GO:0002883","regulation of hypersensitivity","2/80","10/18870",0.000781322973407028,0.00360976353996767,0.0018234476595441,"C3/CCR7",2
"GO:0042368","GO:0042368","vitamin D biosynthetic process","2/80","10/18870",0.000781322973407028,0.00360976353996767,0.0018234476595441,"IFNG/TNF",2
"GO:0070099","GO:0070099","regulation of chemokine-mediated signaling pathway","2/80","10/18870",0.000781322973407028,0.00360976353996767,0.0018234476595441,"CCL5/EDN1",2
"GO:1904627","GO:1904627","response to phorbol 13-acetate 12-myristate","2/80","10/18870",0.000781322973407028,0.00360976353996767,0.0018234476595441,"FOS/FBP1",2
"GO:1904628","GO:1904628","cellular response to phorbol 13-acetate 12-myristate","2/80","10/18870",0.000781322973407028,0.00360976353996767,0.0018234476595441,"FOS/FBP1",2
"GO:2000425","GO:2000425","regulation of apoptotic cell clearance","2/80","10/18870",0.000781322973407028,0.00360976353996767,0.0018234476595441,"CCL2/C3",2
"GO:2000510","GO:2000510","positive regulation of dendritic cell chemotaxis","2/80","10/18870",0.000781322973407028,0.00360976353996767,0.0018234476595441,"CCL21/CCR7",2
"GO:0006898","GO:0006898","receptor-mediated endocytosis","6/80","258/18870",0.000795383597739198,0.00366869051896454,0.00185321422479032,"CXCL8/SERPINE1/CCL21/DKK1/C3/ADM",6
"GO:0009266","GO:0009266","response to temperature stimulus","5/80","171/18870",0.000800742140037634,0.00367217201508196,0.00185497287902812,"CXCL10/NFKBIA/CXCR4/THBS1/HSPA1A",5
"GO:0051897","GO:0051897","positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","5/80","171/18870",0.000800742140037634,0.00367217201508196,0.00185497287902812,"CCL5/TNF/CCL21/THBS1/CCR7",5
"GO:0032735","GO:0032735","positive regulation of interleukin-12 production","3/80","43/18870",0.00080136754903711,0.00367217201508196,0.00185497287902812,"IFNG/CD40LG/CCR7",3
"GO:0045622","GO:0045622","regulation of T-helper cell differentiation","3/80","43/18870",0.00080136754903711,0.00367217201508196,0.00185497287902812,"CD80/CD86/IL2",3
"GO:0002709","GO:0002709","regulation of T cell mediated immunity","4/80","99/18870",0.000830729143535448,0.00379468550426299,0.00191685974021342,"CD80/IL1B/IL6/IL7R",4
"GO:0051051","GO:0051051","negative regulation of transport","8/80","469/18870",0.000830805121082855,0.00379468550426299,0.00191685974021342,"EDN1/IL1B/MMP9/TNF/THBS1/SERPINE2/SPINK1/LIF",8
"GO:0043506","GO:0043506","regulation of JUN kinase activity","3/80","44/18870",0.000857389273724475,0.0039034140516889,0.00197178323122169,"EDN1/TNF/DKK1",3
"GO:0045840","GO:0045840","positive regulation of mitotic nuclear division","3/80","44/18870",0.000857389273724475,0.0039034140516889,0.00197178323122169,"EDN1/IL1B/TNF",3
"GO:0032755","GO:0032755","positive regulation of interleukin-6 production","4/80","101/18870",0.000895282197347644,0.00406933283551704,0.00205559598369038,"IFNG/IL1B/IL6/TNF",4
"GO:0010634","GO:0010634","positive regulation of epithelial cell migration","5/80","176/18870",0.00091132311805318,0.00413555192021225,0.00208904610685433,"EDN1/IFNG/MMP9/THBS1/SMOC2",5
"GO:0090199","GO:0090199","regulation of release of cytochrome c from mitochondria","3/80","45/18870",0.000915838654660656,0.00414265826238612,0.00209263582758296,"MMP9/PMAIP1/PLAUR",3
"GO:1905521","GO:1905521","regulation of macrophage migration","3/80","45/18870",0.000915838654660656,0.00414265826238612,0.00209263582758296,"CCL5/THBS1/C5AR1",3
"GO:0002027","GO:0002027","regulation of heart rate","4/80","102/18870",0.000928849407055642,0.00419475560196028,0.00211895244662549,"EDN1/TNF/ADM/EPAS1",4
"GO:0032635","GO:0032635","interleukin-6 production","5/80","177/18870",0.000934738263096728,0.00420782016192101,0.002125551920807,"IFNG/IL10/IL1B/IL6/TNF",5
"GO:0032675","GO:0032675","regulation of interleukin-6 production","5/80","177/18870",0.000934738263096728,0.00420782016192101,0.002125551920807,"IFNG/IL10/IL1B/IL6/TNF",5
"GO:0001660","GO:0001660","fever generation","2/80","11/18870",0.000952324924483785,0.00425291051331471,0.00214832900711931,"IL1B/TNF",2
"GO:0051709","GO:0051709","regulation of killing of cells of another organism","2/80","11/18870",0.000952324924483785,0.00425291051331471,0.00214832900711931,"IFNG/PRF1",2
"GO:0070669","GO:0070669","response to interleukin-2","2/80","11/18870",0.000952324924483785,0.00425291051331471,0.00214832900711931,"IL2/IL2RA",2
"GO:0071492","GO:0071492","cellular response to UV-A","2/80","11/18870",0.000952324924483785,0.00425291051331471,0.00214832900711931,"MMP9/TIMP1",2
"GO:1900222","GO:1900222","negative regulation of amyloid-beta clearance","2/80","11/18870",0.000952324924483785,0.00425291051331471,0.00214832900711931,"IFNG/TNF",2
"GO:0097306","GO:0097306","cellular response to alcohol","4/80","103/18870",0.000963293757289605,0.00429506692734365,0.00216962403479764,"FOS/CYP1B1/SOD2/FBP1",4
"GO:0032768","GO:0032768","regulation of monooxygenase activity","3/80","46/18870",0.000976756415827607,0.00434819139787599,0.00219645950210295,"IFNG/IL1B/TNF",3
"GO:0032868","GO:0032868","response to insulin","6/80","269/18870",0.000987326256029266,0.00438829027402881,0.0022167151784268,"FOS/IL10/IL1B/ADM/EGR2/FBP1",6
"GO:0033138","GO:0033138","positive regulation of peptidyl-serine phosphorylation","4/80","104/18870",0.000998627765427811,0.00443150930977365,0.00223854698228434,"IFNG/IL6/TNF/LIF",4
"GO:0023061","GO:0023061","signal release","8/80","484/18870",0.00101760548028774,0.00450860219894046,0.00227748993429831,"CCL5/EDN1/IFNG/IL1B/IL6/TNF/SPINK1/LIF",8
"GO:0001936","GO:0001936","regulation of endothelial cell proliferation","5/80","181/18870",0.00103290470035546,0.00456918000519449,0.00230809040377814,"CCL2/IL10/TNF/THBS1/CCR3",5
"GO:0045601","GO:0045601","regulation of endothelial cell differentiation","3/80","47/18870",0.00104018265403832,0.00459414005533593,0.00232069880444168,"IL1B/TNF/CLDN5",3
"GO:0032760","GO:0032760","positive regulation of tumor necrosis factor production","4/80","106/18870",0.00107201482772461,0.00472729929525656,0.00238796329467533,"IFNG/IL6/TNFRSF8/THBS1",4
"GO:0045936","GO:0045936","negative regulation of phosphate metabolic process","7/80","376/18870",0.00107551843196251,0.00473531547865626,0.00239201261555101,"IFNG/IL1B/IL2/TNF/DUSP1/DKK1/SPINK1",7
"GO:0140014","GO:0140014","mitotic nuclear division","6/80","274/18870",0.00108554259555567,0.00477033628124046,0.00240970313732631,"EDN1/IL1B/TNF/DUSP1/HSPA1A/CDK1",6
"GO:0050804","GO:0050804","modulation of chemical synaptic transmission","8/80","489/18870",0.00108686907084154,0.00477033628124046,0.00240970313732631,"CCL2/EDN1/IL1B/TNF/DKK1/CA2/SERPINE2/EGR2",8
"GO:0010563","GO:0010563","negative regulation of phosphorus metabolic process","7/80","377/18870",0.00109217599210314,0.00478615033044886,0.00241769149742185,"IFNG/IL1B/IL2/TNF/DUSP1/DKK1/SPINK1",7
"GO:0099177","GO:0099177","regulation of trans-synaptic signaling","8/80","490/18870",0.00110116494284393,0.0048024645684364,0.00242593252449917,"CCL2/EDN1/IL1B/TNF/DKK1/CA2/SERPINE2/EGR2",8
"GO:0032620","GO:0032620","interleukin-17 production","3/80","48/18870",0.00110615684434971,0.0048024645684364,0.00242593252449917,"IFNG/IL2/IL6",3
"GO:0032660","GO:0032660","regulation of interleukin-17 production","3/80","48/18870",0.00110615684434971,0.0048024645684364,0.00242593252449917,"IFNG/IL2/IL6",3
"GO:0043277","GO:0043277","apoptotic cell clearance","3/80","48/18870",0.00110615684434971,0.0048024645684364,0.00242593252449917,"CCL2/THBS1/C3",3
"GO:0045776","GO:0045776","negative regulation of blood pressure","3/80","48/18870",0.00110615684434971,0.0048024645684364,0.00242593252449917,"IER3/TNF/SOD2",3
"GO:0140374","GO:0140374","antiviral innate immune response","3/80","48/18870",0.00110615684434971,0.0048024645684364,0.00242593252449917,"CXCL10/TNF/IFIT3",3
"GO:0007173","GO:0007173","epidermal growth factor receptor signaling pathway","4/80","107/18870",0.00111009291491242,0.00481211573763732,0.00243080774740406,"FASLG/MMP9/PLAUR/AREG",4
"GO:0010749","GO:0010749","regulation of nitric oxide mediated signal transduction","2/80","12/18870",0.00113964908841028,0.00487999129473244,0.00246509462640735,"THBS1/SPINK1",2
"GO:0030656","GO:0030656","regulation of vitamin metabolic process","2/80","12/18870",0.00113964908841028,0.00487999129473244,0.00246509462640735,"IFNG/TNF",2
"GO:0031650","GO:0031650","regulation of heat generation","2/80","12/18870",0.00113964908841028,0.00487999129473244,0.00246509462640735,"IL1B/TNF",2
"GO:0033629","GO:0033629","negative regulation of cell adhesion mediated by integrin","2/80","12/18870",0.00113964908841028,0.00487999129473244,0.00246509462640735,"SERPINE1/CYP1B1",2
"GO:0097048","GO:0097048","dendritic cell apoptotic process","2/80","12/18870",0.00113964908841028,0.00487999129473244,0.00246509462640735,"CCL21/CCR7",2
"GO:2000508","GO:2000508","regulation of dendritic cell chemotaxis","2/80","12/18870",0.00113964908841028,0.00487999129473244,0.00246509462640735,"CCL21/CCR7",2
"GO:2000668","GO:2000668","regulation of dendritic cell apoptotic process","2/80","12/18870",0.00113964908841028,0.00487999129473244,0.00246509462640735,"CCL21/CCR7",2
"GO:2001267","GO:2001267","regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway","2/80","12/18870",0.00113964908841028,0.00487999129473244,0.00246509462640735,"MMP9/PLAUR",2
"GO:0001818","GO:0001818","negative regulation of cytokine production","7/80","381/18870",0.00116084933072805,0.00495462827002464,0.00250279699012318,"CD83/IFNG/IL10/IL6/TNF/THBS1/CCR7",7
"GO:0032640","GO:0032640","tumor necrosis factor production","5/80","186/18870",0.00116615207628931,0.00495462827002464,0.00250279699012318,"IFNG/IL10/IL6/TNFRSF8/THBS1",5
"GO:0032680","GO:0032680","regulation of tumor necrosis factor production","5/80","186/18870",0.00116615207628931,0.00495462827002464,0.00250279699012318,"IFNG/IL10/IL6/TNFRSF8/THBS1",5
"GO:0032872","GO:0032872","regulation of stress-activated MAPK cascade","5/80","186/18870",0.00116615207628931,0.00495462827002464,0.00250279699012318,"IL1B/TNF/CCL21/DUSP1/CCR7",5
"GO:0051402","GO:0051402","neuron apoptotic process","6/80","278/18870",0.00116938860293984,0.00495462827002464,0.00250279699012318,"CCL2/FASLG/IL10/TNF/DKK1/SOD2",6
"GO:0010518","GO:0010518","positive regulation of phospholipase activity","3/80","49/18870",0.00117471784543838,0.00495462827002464,0.00250279699012318,"CCL5/CD86/C5AR1",3
"GO:0010543","GO:0010543","regulation of platelet activation","3/80","49/18870",0.00117471784543838,0.00495462827002464,0.00250279699012318,"IL6/SERPINE2/THBD",3
"GO:0036230","GO:0036230","granulocyte activation","3/80","49/18870",0.00117471784543838,0.00495462827002464,0.00250279699012318,"CCL5/CXCL8/TNF",3
"GO:0061028","GO:0061028","establishment of endothelial barrier","3/80","49/18870",0.00117471784543838,0.00495462827002464,0.00250279699012318,"IL1B/TNF/CLDN5",3
"GO:2000404","GO:2000404","regulation of T cell migration","3/80","49/18870",0.00117471784543838,0.00495462827002464,0.00250279699012318,"CCL5/CXCL10/CCL21",3
"GO:0046822","GO:0046822","regulation of nucleocytoplasmic transport","4/80","109/18870",0.00118908075902572,0.00500768793418777,0.00252959972092901,"IER3/IFNG/IL1B/CDK1",4
"GO:0008217","GO:0008217","regulation of blood pressure","5/80","187/18870",0.00119426075016223,0.0050144670361819,0.00253302413849214,"EDN1/IER3/TNF/SOD2/ADM",5
"GO:0061138","GO:0061138","morphogenesis of a branching epithelium","5/80","187/18870",0.00119426075016223,0.0050144670361819,0.00253302413849214,"EDN1/IL10/TNF/ADM/AREG",5
"GO:0014812","GO:0014812","muscle cell migration","4/80","110/18870",0.00123001552294618,0.00515688597605345,0.00260496610358436,"CCL5/PLAU/SERPINE1/CYP1B1",4
"GO:0046890","GO:0046890","regulation of lipid biosynthetic process","5/80","189/18870",0.0012519808474904,0.00523335446517938,0.002643593644137,"IFNG/IL1B/TNF/C3/ADM",5
"GO:0070302","GO:0070302","regulation of stress-activated protein kinase signaling cascade","5/80","189/18870",0.0012519808474904,0.00523335446517938,0.002643593644137,"IL1B/TNF/CCL21/DUSP1/CCR7",5
"GO:0032611","GO:0032611","interleukin-1 beta production","4/80","111/18870",0.0012719275071838,0.00528527273325341,0.00266981980642131,"IFNG/IL6/TNF/CCR7",4
"GO:0032651","GO:0032651","regulation of interleukin-1 beta production","4/80","111/18870",0.0012719275071838,0.00528527273325341,0.00266981980642131,"IFNG/IL6/TNF/CCR7",4
"GO:0035249","GO:0035249","synaptic transmission, glutamatergic","4/80","111/18870",0.0012719275071838,0.00528527273325341,0.00266981980642131,"CCL2/TNF/DKK1/SERPINE2",4
"GO:0043280","GO:0043280","positive regulation of cysteine-type endopeptidase activity involved in apoptotic process","4/80","111/18870",0.0012719275071838,0.00528527273325341,0.00266981980642131,"FASLG/PMAIP1/TNF/S100A8",4
"GO:0043542","GO:0043542","endothelial cell migration","6/80","284/18870",0.00130437777014601,0.0054121080595866,0.00273388981443958,"EDN1/TNF/ID1/THBS1/CYP1B1/SMOC2",6
"GO:0031099","GO:0031099","regeneration","5/80","191/18870",0.00131174115616892,0.00543463260719541,0.00274526793745645,"IL10/IL6/TNF/ADM/CDK1",5
"GO:0035094","GO:0035094","response to nicotine","3/80","51/18870",0.0013197526647489,0.00545174299305831,0.00275391113325312,"EDN1/TNF/VCAM1",3
"GO:0046622","GO:0046622","positive regulation of organ growth","3/80","51/18870",0.0013197526647489,0.00545174299305831,0.00275391113325312,"EDN1/IL7/CDK1",3
"GO:0031272","GO:0031272","regulation of pseudopodium assembly","2/80","13/18870",0.00134315747926671,0.00547594972316428,0.00276613899939122,"CCL21/CCR7",2
"GO:0031274","GO:0031274","positive regulation of pseudopodium assembly","2/80","13/18870",0.00134315747926671,0.00547594972316428,0.00276613899939122,"CCL21/CCR7",2
"GO:0032306","GO:0032306","regulation of prostaglandin secretion","2/80","13/18870",0.00134315747926671,0.00547594972316428,0.00276613899939122,"EDN1/IL1B",2
